Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + Chicken McNuggets - 6 Pcs,331.41,4.03,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + Veg Pizza McPuff,234.29,2.85,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + McChicken Burger,305.71,3.72,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + McVeggie Burger,300.95,3.66,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + Fries ( R ),251.43,3.06,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + Fries ( L ),296.19,3.6,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri McSpicy Chicken Burger + McSpicy Chicken Burger,374.29,4.55,Piri-Piri McSpicy Range
2023/07/01,Sat,India,McSaver Piri Piri Big Spicy Wrap Paneer Meal,395.24,4.81,Piri-Piri McSpicy Range
2023/07/01,Sat,India,McSaver Piri Piri Big Spicy Wrap Chicken Meal,399.05,4.86,Piri-Piri McSpicy Range
2023/07/01,Sat,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.75,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri Big Spicy Wrap Paneer,224.76,2.73,Piri-Piri McSpicy Range
2023/07/01,Sat,India,Piri Piri Big Spicy Wrap Chicken,235.24,2.86,Piri-Piri McSpicy Range
2023/07/01,Sat,India,McSaver McSpicy Premium Chicken Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,Veg Maharaja Mac,220.0,2.68,Gourmet Burger and Meals
2023/07/01,Sat,India,McSaver McCheese Burger Veg Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,McCheese Burger Veg,248.57,3.02,Gourmet Burger and Meals
2023/07/01,Sat,India,McSaver McSpicy Premium Veg Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,McSaver Veg Maharaja Mac Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,McSpicy Premium Chicken Burger,260.0,3.16,Gourmet Burger and Meals
2023/07/01,Sat,India,McSpicy Premium Veg Burger,248.57,3.02,Gourmet Burger and Meals
2023/07/01,Sat,India,McSaver McCheese Burger Chicken Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,McCheese Burger Chicken,271.43,3.3,Gourmet Burger and Meals
2023/07/01,Sat,India,Chicken Maharaja Mac,246.67,3.0,Gourmet Burger and Meals
2023/07/01,Sat,India,McSaver Chicken Maharaja Mac Meal,384.77,4.68,Gourmet Burger and Meals
2023/07/01,Sat,India,Chicken Maharaja Mac,246.67,3.0,Burgers & Wraps
2023/07/01,Sat,India,Mexican McAloo Tikki Burger,72.38,0.88,Burgers & Wraps
2023/07/01,Sat,India,Veg Maharaja Mac,220.0,2.68,Burgers & Wraps
2023/07/01,Sat,India,Chicken Kebab Burger,108.57,1.32,Burgers & Wraps
2023/07/01,Sat,India,Corn & Cheese Burger,144.76,1.76,Burgers & Wraps
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger,163.81,1.99,Burgers & Wraps
2023/07/01,Sat,India,McVeggie Burger,148.57,1.81,Burgers & Wraps
2023/07/01,Sat,India,McChicken Burger,135.24,1.65,Burgers & Wraps
2023/07/01,Sat,India,Filet-O-Fish Burger,180.0,2.19,Burgers & Wraps
2023/07/01,Sat,India,McAloo Tikki Burger,63.81,0.78,Burgers & Wraps
2023/07/01,Sat,India,McSpicy Paneer Burger,200.0,2.43,Burgers & Wraps
2023/07/01,Sat,India,Big Spicy Chicken Wrap,227.62,2.77,Burgers & Wraps
2023/07/01,Sat,India,Big Spicy Paneer Wrap,210.0,2.56,Burgers & Wraps
2023/07/01,Sat,India,McSpicy Chicken Burger,184.76,2.25,Burgers & Wraps
2023/07/01,Sat,India,Masala McEgg Burger,66.67,0.81,Burgers & Wraps
2023/07/01,Sat,India,McSaver Veg Maharaja Mac Meal,384.77,4.68,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Big Spicy Chicken Wrap Meal,401.91,4.89,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Piri Piri Big Spicy Wrap Chicken Meal,399.05,4.86,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Corn & Cheese Burger Meal,299.05,3.64,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McVeggie Meal,279.05,3.4,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McAloo Tikki Meal,204.77,2.49,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Grilled Chicken & Cheese Burger Meal,317.15,3.86,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McSpicy Paneer Meal,315.24,3.84,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Masala McEgg Meal,224.77,2.73,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Filet-O-Fish Meal,349.53,4.25,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McSpicy Premium Chicken Meal,384.77,4.68,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Chicken McNuggets 9 Pcs Meal,368.54,4.48,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McChicken Meal,304.77,3.71,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McCheese Burger Veg Meal,384.77,4.68,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Mexican McAloo Tikki Meal,215.24,2.62,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.75,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McSpicy Chicken Meal,328.58,4.0,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Chicken Kebab Burger Meal,261.91,3.19,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Chicken McNuggets 6 Pcs Meal,338.08,4.11,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Chicken Maharaja Mac Meal,384.77,4.68,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Big Spicy Paneer Wrap Meal,391.43,4.76,EZ Delivery Meals
2023/07/01,Sat,India,McSaver McSpicy Premium Veg Meal,384.77,4.68,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Piri Piri McSpicy Chicken Burger Meal,318.1,3.87,EZ Delivery Meals
2023/07/01,Sat,India,McSaver Piri Piri Big Spicy Wrap Paneer Meal,395.24,4.81,EZ Delivery Meals
2023/07/01,Sat,India,McChicken Burger + Masala Wedges (R),169.52,2.06,Sharing Meals
2023/07/01,Sat,India,2 Iced Coffee,200.0,2.43,Sharing Meals
2023/07/01,Sat,India,McSpicy Paneer + Fries (M) + Piri Piri Spice Mix,251.43,3.06,Sharing Meals
2023/07/01,Sat,India,McSpicy Chicken + Fries (M) + Piri Piri Spice Mix,265.71,3.23,Sharing Meals
2023/07/01,Sat,India,McSpicy Paneer + Mexican Cheesy Fries,251.43,3.06,Sharing Meals
2023/07/01,Sat,India,McSpicy Chicken + Mexican Cheesy Fries,251.43,3.06,Sharing Meals
2023/07/01,Sat,India,McSpicy Paneer + Coke + Fries (M) + McFlurry Oreo (M),349.53,4.25,Sharing Meals
2023/07/01,Sat,India,McSpicy Chicken + Coke + Fries (M) + McFlurry Oreo (M),349.53,4.25,Sharing Meals
2023/07/01,Sat,India,2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),595.25,7.24,Sharing Meals
2023/07/01,Sat,India,2 McSpicy Paneer + 2 Coke + Fries (L) + McFlurry Oreo (M),549.53,6.69,Sharing Meals
2023/07/01,Sat,India,2 McSpicy Chicken + 2 Coke + Fries (L) + McFlurry Oreo (M),549.53,6.69,Sharing Meals
2023/07/01,Sat,India,Gourmet Meal for 2,619.06,7.53,Sharing Meals
2023/07/01,Sat,India,Classic Meal for 2,465.72,5.67,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Fries (M) + Piri Piri Mix,225.71,2.75,Sharing Meals
2023/07/01,Sat,India,McAloo Tikki + Veg Pizza McPuff + Fries (R),154.29,1.88,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Veg Pizza McPuff + Fries (L),258.1,3.14,Sharing Meals
2023/07/01,Sat,India,Corn & Cheese Burger + Coke,196.19,2.39,Sharing Meals
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger + Coke,209.53,2.55,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Chocolate Shake,256.19,3.12,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + Chocolate Shake,261.91,3.19,Sharing Meals
2023/07/01,Sat,India,Fries (M) + Piri Piri Mix,117.14,1.43,Sharing Meals
2023/07/01,Sat,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),321.9,3.92,Sharing Meals
2023/07/01,Sat,India,McSpicy Chicken Burger + McChicken Burger + Fries (M),363.81,4.43,Sharing Meals
2023/07/01,Sat,India,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,123.81,1.51,Sharing Meals
2023/07/01,Sat,India,Chicken McNuggets 6 Pc + Fries (M) + Piri Piri Spice Mix,239.98,2.92,Sharing Meals
2023/07/01,Sat,India,Cheesy Veg Nuggets 9 pc + Fries (M),248.57,3.02,Sharing Meals
2023/07/01,Sat,India,Chicken McNuggets 6 pc + Cheesy Veg Nuggets 9 Pc + Fries (M),358.08,4.36,Sharing Meals
2023/07/01,Sat,India,2 McAloo Tikki + 2 Fries (L),309.52,3.77,Sharing Meals
2023/07/01,Sat,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,498.1,6.06,Sharing Meals
2023/07/01,Sat,India,Strawberry Shake + Fries (M),195.24,2.38,Sharing Meals
2023/07/01,Sat,India,Chocolate Shake + Fries (M),195.24,2.38,Sharing Meals
2023/07/01,Sat,India,Black Forest Mcflurry (M) BOGO,115.0,1.4,Sharing Meals
2023/07/01,Sat,India,Spicy Deluxe Combo - Chicken,723.82,8.81,Sharing Meals
2023/07/01,Sat,India,2 Cappuccino,195.24,2.38,Sharing Meals
2023/07/01,Sat,India,2 Corn & Cheese Burger + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,665.72,8.1,Sharing Meals
2023/07/01,Sat,India,McSpicy Paneer + McSpicy Chicken + 2 Fries (L) + Coke,637.15,7.75,Sharing Meals
2023/07/01,Sat,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,678.1,8.25,Sharing Meals
2023/07/01,Sat,India,2 Grilled Chicken & Cheese Burger + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,692.39,8.42,Sharing Meals
2023/07/01,Sat,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,852.39,10.37,Sharing Meals
2023/07/01,Sat,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),682.86,8.31,Sharing Meals
2023/07/01,Sat,India,McSpicy Paneer Burger + Corn & Cheese Burger + McVeggie Burger + Veg Maharaja Mac + 3 Fries (L),898.1,10.93,Sharing Meals
2023/07/01,Sat,India,McSpicy Chicken Burger + Grilled Chicken & Cheese Burger + McChicken Burger + Chicken Maharaja Mac + 3 Fries (L),980.0,11.92,Sharing Meals
2023/07/01,Sat,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,1150.48,14.0,Sharing Meals
2023/07/01,Sat,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Chocolate Shakes,1150.48,14.0,Sharing Meals
2023/07/01,Sat,India,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,1236.19,15.04,Sharing Meals
2023/07/01,Sat,India,2 Grilled Chicken & Cheese Burger + 2 Fries (L) + 2 Chocolate Shakes,1180.96,14.37,Sharing Meals
2023/07/01,Sat,India,2 McAloo Tikki Burger + 2 Corn & Cheese Burger + 2 Fries (M) + 2 Coke,676.2,8.23,Sharing Meals
2023/07/01,Sat,India,4 Corn & Cheese Burger + 2 Fries (M) + 2 Coke,825.72,10.05,Sharing Meals
2023/07/01,Sat,India,4 Grilled Chicken & Cheese Burger + 2 Fries (M) + 2 Coke,891.44,10.85,Sharing Meals
2023/07/01,Sat,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,549.53,6.69,Sharing Meals
2023/07/01,Sat,India,2 Grilled Chicken & Cheese Burger + 2 McChicken Burger + 4 Fries (L),949.52,11.55,Sharing Meals
2023/07/01,Sat,India,2 Grilled Chicken & Cheese Burger + McChicken Burger + Chicken Maharaja Mac + 3 Fries (L),928.57,11.3,Sharing Meals
2023/07/01,Sat,India,Cappuccino (S) + Iced Coffee (S),236.19,2.87,Sharing Meals
2023/07/01,Sat,India,McChicken + McSpicy Chicken Burger,282.86,3.44,Sharing Meals
2023/07/01,Sat,India,McChicken + Fries (M),180.0,2.19,Sharing Meals
2023/07/01,Sat,India,Masala Wedges (M) + Fries (M),149.52,1.82,Sharing Meals
2023/07/01,Sat,India,6 Pc Nuggets + McChicken + Coke,319.03,3.88,Sharing Meals
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger + 6 Pc Nuggets + Coke,329.51,4.01,Sharing Meals
2023/07/01,Sat,India,McAloo Tikki + Veg Pizza McPuff + Coke,144.77,1.76,Sharing Meals
2023/07/01,Sat,India,2 Fries (R),108.57,1.32,Sharing Meals
2023/07/01,Sat,India,2 McVeggie Burger,196.19,2.39,Sharing Meals
2023/07/01,Sat,India,2 McFlurry Oreo (S),155.0,1.89,Sharing Meals
2023/07/01,Sat,India,2 Soft Serve Hot Fudge (M),155.0,1.89,Sharing Meals
2023/07/01,Sat,India,2 Coke,159.05,1.94,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + Fries (R),169.52,2.06,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + Veg Pizza McPuff,153.33,1.87,Sharing Meals
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger + Veg Pizza McPuff,169.52,2.06,Sharing Meals
2023/07/01,Sat,India,McAloo Tikki + Fries (R),103.81,1.26,Sharing Meals
2023/07/01,Sat,India,Mexican McAloo Tikki Burger + Fries (R),112.38,1.37,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Fries (R),149.52,1.82,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Veg Pizza McPuff,149.52,1.82,Sharing Meals
2023/07/01,Sat,India,Corn & Cheese Burger + Fries (R),175.24,2.13,Sharing Meals
2023/07/01,Sat,India,Corn & Cheese Burger + Veg Pizza McPuff,169.52,2.06,Sharing Meals
2023/07/01,Sat,India,Chicken Kebab Burger + Fries (L),204.76,2.49,Sharing Meals
2023/07/01,Sat,India,Chicken Kebab Burger + McFlurry Oreo (S),173.33,2.11,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + Fries (L),220.95,2.69,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + McFlurry Oreo (S),200.0,2.43,Sharing Meals
2023/07/01,Sat,India,McChicken Burger + Coke,204.77,2.49,Sharing Meals
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger + Masala Wedges (R),194.29,2.36,Sharing Meals
2023/07/01,Sat,India,Mexican McAloo Tikki Burger + Fries (L),169.52,2.06,Sharing Meals
2023/07/01,Sat,India,Mexican McAloo Tikki Burger + McFlurry Oreo (S),142.86,1.74,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Masala Wedges (R),153.33,1.87,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Fries (L),216.19,2.63,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + McFlurry Oreo (S),190.48,2.32,Sharing Meals
2023/07/01,Sat,India,McVeggie Burger + Coke,190.48,2.32,Sharing Meals
2023/07/01,Sat,India,Chicken McNuggets - 20 Pcs,368.52,4.48,Sharing Meals
2023/07/01,Sat,India,Pizza Mc Puff + McSpicy Chicken,183.81,2.24,Sharing Meals
2023/07/01,Sat,India,McVeggie + McAloo Tikki Burger,139.05,1.69,Sharing Meals
2023/07/01,Sat,India,McVeggie + Fries (M),189.52,2.31,Sharing Meals
2023/07/01,Sat,India,McSaver Small Fries,75.24,0.92,McSaver Snacks
2023/07/01,Sat,India,McSaver Pizza McPuff,75.24,0.92,McSaver Snacks
2023/07/01,Sat,India,McSaver McAloo Tikki,75.24,0.92,McSaver Snacks
2023/07/01,Sat,India,McSaver Chicken Kebab Burger,103.81,1.26,McSaver Snacks
2023/07/01,Sat,India,McSaver Mexican McAloo Tikki,103.81,1.26,McSaver Snacks
2023/07/01,Sat,India,McSaver Cheesy Veg Nuggets 4 Pc,210.48,2.56,McSaver Snacks
2023/07/01,Sat,India,McSaver Masala McEgg,75.24,0.92,McSaver Snacks
2023/07/01,Sat,India,McSaver Chicken Nuggets (4 Pc),103.81,1.26,McSaver Snacks
2023/07/01,Sat,India,McSaver Small Wedges,75.24,0.92,McSaver Snacks
2023/07/01,Sat,India,McSaver Chicken Strips (2 Pc),103.81,1.26,McSaver Snacks
2023/07/01,Sat,India,McSaver McCheese Burger Veg Meal,384.77,4.68,Cheese Burgers and Meals
2023/07/01,Sat,India,Corn & Cheese Burger,144.76,1.76,Cheese Burgers and Meals
2023/07/01,Sat,India,Grilled Chicken & Cheese Burger,163.81,1.99,Cheese Burgers and Meals
2023/07/01,Sat,India,McSaver Corn & Cheese Burger Meal,299.05,3.64,Cheese Burgers and Meals
2023/07/01,Sat,India,McSaver Grilled Chicken & Cheese Burger Meal,317.15,3.86,Cheese Burgers and Meals
2023/07/01,Sat,India,McCheese Burger Veg,248.57,3.02,Cheese Burgers and Meals
2023/07/01,Sat,India,McCheese Burger Chicken,271.43,3.3,Cheese Burgers and Meals
2023/07/01,Sat,India,McSaver McCheese Burger Chicken Meal,384.77,4.68,Cheese Burgers and Meals
2023/07/01,Sat,India,Coke,94.29,1.15,Beverages
2023/07/01,Sat,India,Coke zero can,66.66,0.81,Beverages
2023/07/01,Sat,India,Fanta,94.29,1.15,Beverages
2023/07/01,Sat,India,Sprite,94.29,1.15,Beverages
2023/07/01,Sat,India,Vedica Zen Water Bottle,47.62,0.58,Beverages
2023/07/01,Sat,India,Mixed Fruit Beverage,75.24,0.92,Beverages
2023/07/01,Sat,India,Cappuccino (R),200.0,2.43,Coffee and Tea
2023/07/01,Sat,India,Latte (R),200.0,2.43,Coffee and Tea
2023/07/01,Sat,India,Mocha (R),236.19,2.87,Coffee and Tea
2023/07/01,Sat,India,Strawberry Green Tea (S),153.33,1.87,Coffee and Tea
2023/07/01,Sat,India,English Breakfast,159.05,1.94,Coffee and Tea
2023/07/01,Sat,India,Hot Chocolate (S),183.81,2.24,Coffee and Tea
2023/07/01,Sat,India,Mocha (S),210.48,2.56,Coffee and Tea
2023/07/01,Sat,India,Flat White,173.33,2.11,Coffee and Tea
2023/07/01,Sat,India,Hot Chocolate (R),216.19,2.63,Coffee and Tea
2023/07/01,Sat,India,Moroccan Mint Green Tea,190.48,2.32,Coffee and Tea
2023/07/01,Sat,India,McCafe-Classic Coffee,215.24,2.62,Coffee and Tea
2023/07/01,Sat,India,McCafe-Ice Coffee,200.0,2.43,Coffee and Tea
2023/07/01,Sat,India,Latte (S),169.52,2.06,Coffee and Tea
2023/07/01,Sat,India,Mccafe Iced Americano,180.0,2.19,Coffee and Tea
2023/07/01,Sat,India,McCafe Americano (S),169.52,2.06,Coffee and Tea
2023/07/01,Sat,India,Cappuccino (S),165.0,2.01,Coffee and Tea
2023/07/01,Sat,India,McCafe Americano (R),190.48,2.32,Coffee and Tea
2023/07/01,Sat,India,Chicken Strips (5 Pc),236.19,2.87,Sides & Dips
2023/07/01,Sat,India,Chicken McNuggets - 20 Pcs,368.52,4.48,Sides & Dips
2023/07/01,Sat,India,Chicken McNuggets - 9 Pcs,200.92,2.44,Sides & Dips
2023/07/01,Sat,India,Chicken McNuggets - 6 Pcs,168.55,2.05,Sides & Dips
2023/07/01,Sat,India,Mexican cheesy fries,141.9,1.73,Sides & Dips
2023/07/01,Sat,India,Cheesy Veg Nuggets 9 Pc + Piri Piri Spice Mix,223.81,2.72,Sides & Dips
2023/07/01,Sat,India,Cheesy Veg Nuggets 4 Pc + Piri Piri Spice Mix,110.48,1.34,Sides & Dips
2023/07/01,Sat,India,Cheesy Veg Nuggets - 9 Pc,199.05,2.42,Sides & Dips
2023/07/01,Sat,India,Cheesy Veg Nuggets - 4 Pc,90.48,1.1,Sides & Dips
2023/07/01,Sat,India,Cheesy Veg Nuggets - 2 Pc,50.48,0.61,Sides & Dips
2023/07/01,Sat,India,Classic Cheesy Dip,14.29,0.17,Sides & Dips
2023/07/01,Sat,India,Fries (M) + Piri Piri Mix,117.14,1.43,Sides & Dips
2023/07/01,Sat,India,Classic Corn Cup,87.62,1.07,Sides & Dips
2023/07/01,Sat,India,Fries (R),78.1,0.95,Sides & Dips
2023/07/01,Sat,India,Fries (M),114.29,1.39,Sides & Dips
2023/07/01,Sat,India,Fries (L),130.48,1.59,Sides & Dips
2023/07/01,Sat,India,Mustard Sauce,19.03,0.23,Sides & Dips
2023/07/01,Sat,India,Masala Wedges (R),78.1,0.95,Sides & Dips
